Transcript stable ID version	Gene stable ID	Gene name
ENSMUST00000109775.3	ENSMUSG00000068246	Apol9b
ENSMUST00000230742.1	ENSMUSG00000068246	Apol9b
ENSMUST00000230377.1	ENSMUSG00000068246	Apol9b
ENSMUST00000044003.13	ENSMUSG00000044749	Abca6
ENSMUST00000210705.1	ENSMUSG00000110291	Gm37419
ENSMUST00000023151.5	ENSMUSG00000022508	Bcl6
ENSMUST00000164756.3	ENSMUSG00000091337	Eid1
ENSMUST00000027429.10	ENSMUSG00000026227	2810459M11Rik
ENSMUST00000165824.2	ENSMUSG00000026227	2810459M11Rik
ENSMUST00000201452.3	ENSMUSG00000029657	Hsph1
ENSMUST00000202361.3	ENSMUSG00000029657	Hsph1
ENSMUST00000074846.13	ENSMUSG00000029657	Hsph1
ENSMUST00000202089.3	ENSMUSG00000029657	Hsph1
ENSMUST00000201559.3	ENSMUSG00000029657	Hsph1
ENSMUST00000200805.3	ENSMUSG00000029657	Hsph1
ENSMUST00000200825.1	ENSMUSG00000029657	Hsph1
ENSMUST00000099061.8	ENSMUSG00000074570	Cass4
ENSMUST00000103073.8	ENSMUSG00000074570	Cass4
ENSMUST00000109136.2	ENSMUSG00000074570	Cass4
ENSMUST00000228775.1	ENSMUSG00000074570	Cass4
ENSMUST00000032309.12	ENSMUSG00000030189	Ybx3
ENSMUST00000087865.3	ENSMUSG00000030189	Ybx3
ENSMUST00000035342.10	ENSMUSG00000022449	Adamts20
ENSMUST00000155907.1	ENSMUSG00000022449	Adamts20
ENSMUST00000099060.1	ENSMUSG00000074569	Gcnt7
ENSMUST00000161334.1	ENSMUSG00000074569	Gcnt7
ENSMUST00000148989.2	ENSMUSG00000062210	Tnfaip8
ENSMUST00000179937.1	ENSMUSG00000062210	Tnfaip8
ENSMUST00000126666.2	ENSMUSG00000062210	Tnfaip8
ENSMUST00000145726.1	ENSMUSG00000062210	Tnfaip8
ENSMUST00000128377.1	ENSMUSG00000062210	Tnfaip8
ENSMUST00000134348.7	ENSMUSG00000062210	Tnfaip8
ENSMUST00000153873.2	ENSMUSG00000062210	Tnfaip8
ENSMUST00000148159.2	ENSMUSG00000062210	Tnfaip8
ENSMUST00000180305.1	ENSMUSG00000062210	Tnfaip8
ENSMUST00000033415.14	ENSMUSG00000031090	Nadsyn1
ENSMUST00000156779.1	ENSMUSG00000031090	Nadsyn1
ENSMUST00000017851.3	ENSMUSG00000017707	Serinc3
ENSMUST00000009732.7	ENSMUSG00000009588	St6galnac1
ENSMUST00000099261.2	ENSMUSG00000074734	Taf7l2
ENSMUST00000062638.7	ENSMUSG00000051728	Fam243
ENSMUST00000005336.8	ENSMUSG00000005204	Senp3
ENSMUST00000066760.7	ENSMUSG00000005204	Senp3
ENSMUST00000134942.1	ENSMUSG00000005204	Senp3
ENSMUST00000021170.8	ENSMUSG00000020814	Mxra7
ENSMUST00000047715.11	ENSMUSG00000020814	Mxra7
ENSMUST00000051705.6	ENSMUSG00000039639	Kcne1
ENSMUST00000166707.2	ENSMUSG00000039639	Kcne1
ENSMUST00000111509.2	ENSMUSG00000061295	Olfr1261
ENSMUST00000213909.2	ENSMUSG00000061295	Olfr1261
ENSMUST00000216953.2	ENSMUSG00000061295	Olfr1261
ENSMUST00000077785.3	ENSMUSG00000061295	Olfr1261
ENSMUST00000044021.11	ENSMUSG00000040918	Slc19a2
ENSMUST00000159230.7	ENSMUSG00000040918	Slc19a2
ENSMUST00000169394.1	ENSMUSG00000040918	Slc19a2
ENSMUST00000111594.2	ENSMUSG00000026698	Pigc
ENSMUST00000028021.6	ENSMUSG00000026698	Pigc
ENSMUST00000193784.1	ENSMUSG00000026698	Pigc
ENSMUST00000160881.1	ENSMUSG00000026698	Pigc
ENSMUST00000159648.1	ENSMUSG00000026698	Pigc
ENSMUST00000029007.2	ENSMUSG00000027505	Fam209
ENSMUST00000196520.1	ENSMUSG00000104713	Gbp6
ENSMUST00000141820.7	ENSMUSG00000022787	Wdr53
ENSMUST00000023474.3	ENSMUSG00000022787	Wdr53
ENSMUST00000135289.1	ENSMUSG00000022787	Wdr53
ENSMUST00000178573.7	ENSMUSG00000022787	Wdr53
ENSMUST00000065588.6	ENSMUSG00000105096	Gbp10
ENSMUST00000030391.8	ENSMUSG00000028640	Tfap2c
ENSMUST00000099058.9	ENSMUSG00000028640	Tfap2c
ENSMUST00000170744.1	ENSMUSG00000028640	Tfap2c
ENSMUST00000217397.1	ENSMUSG00000056600	Olfr90
ENSMUST00000215195.1	ENSMUSG00000056600	Olfr90
ENSMUST00000216488.1	ENSMUSG00000056600	Olfr90
ENSMUST00000207101.1	ENSMUSG00000056600	Olfr90
ENSMUST00000070808.2	ENSMUSG00000056600	Olfr90
ENSMUST00000050011.9	ENSMUSG00000079362	Gm43302
ENSMUST00000159763.7	ENSMUSG00000040265	Dnm3
ENSMUST00000086074.11	ENSMUSG00000040265	Dnm3
ENSMUST00000070330.13	ENSMUSG00000040265	Dnm3
ENSMUST00000160665.7	ENSMUSG00000040265	Dnm3
ENSMUST00000126388.7	ENSMUSG00000040938	Slc16a11
ENSMUST00000094055.9	ENSMUSG00000040938	Slc16a11
ENSMUST00000126296.7	ENSMUSG00000040938	Slc16a11
ENSMUST00000136328.1	ENSMUSG00000040938	Slc16a11
ENSMUST00000153993.2	ENSMUSG00000040938	Slc16a11
ENSMUST00000171032.7	ENSMUSG00000040938	Slc16a11
ENSMUST00000081111.13	ENSMUSG00000062867	Impdh2
ENSMUST00000193421.1	ENSMUSG00000062867	Impdh2
ENSMUST00000194904.1	ENSMUSG00000062867	Impdh2
ENSMUST00000159229.2	ENSMUSG00000095577	Gm6619
ENSMUST00000023672.9	ENSMUSG00000022951	Rcan1
ENSMUST00000232239.1	ENSMUSG00000022951	Rcan1
ENSMUST00000231410.1	ENSMUSG00000022951	Rcan1
ENSMUST00000232197.1	ENSMUSG00000022951	Rcan1
ENSMUST00000060005.14	ENSMUSG00000022951	Rcan1
ENSMUST00000161385.4	ENSMUSG00000094113	5430401F13Rik
ENSMUST00000075020.9	ENSMUSG00000094113	5430401F13Rik
ENSMUST00000064703.12	ENSMUSG00000035268	Pkig
ENSMUST00000099105.8	ENSMUSG00000035268	Pkig
ENSMUST00000152418.7	ENSMUSG00000035268	Pkig
ENSMUST00000126182.7	ENSMUSG00000035268	Pkig
ENSMUST00000131228.7	ENSMUSG00000035268	Pkig
ENSMUST00000135537.7	ENSMUSG00000035268	Pkig
ENSMUST00000109400.2	ENSMUSG00000035268	Pkig
ENSMUST00000164399.7	ENSMUSG00000035268	Pkig
ENSMUST00000107221.8	ENSMUSG00000030617	Ccdc83
ENSMUST00000107220.7	ENSMUSG00000030617	Ccdc83
ENSMUST00000040413.1	ENSMUSG00000030617	Ccdc83
ENSMUST00000074208.5	ENSMUSG00000070283	Ndufaf3
ENSMUST00000194381.1	ENSMUSG00000070283	Ndufaf3
ENSMUST00000041588.12	ENSMUSG00000000148	Brat1
ENSMUST00000110806.7	ENSMUSG00000000148	Brat1
ENSMUST00000100505.2	ENSMUSG00000000148	Brat1
ENSMUST00000238863.1	ENSMUSG00000075028	Prdm11
ENSMUST00000111274.8	ENSMUSG00000075028	Prdm11
ENSMUST00000111272.2	ENSMUSG00000075028	Prdm11
ENSMUST00000147339.2	ENSMUSG00000075028	Prdm11
ENSMUST00000178666.7	ENSMUSG00000075028	Prdm11
ENSMUST00000196511.1	ENSMUSG00000047182	Irs3
ENSMUST00000057314.3	ENSMUSG00000047182	Irs3
ENSMUST00000019060.5	ENSMUSG00000018916	Csf2
ENSMUST00000019058.5	ENSMUSG00000018914	Il3
ENSMUST00000165666.8	ENSMUSG00000050875	Minar2
ENSMUST00000058633.8	ENSMUSG00000050875	Minar2
ENSMUST00000175897.7	ENSMUSG00000050875	Minar2
ENSMUST00000118510.7	ENSMUSG00000050875	Minar2
ENSMUST00000175830.1	ENSMUSG00000050875	Minar2
ENSMUST00000181039.7	ENSMUSG00000020216	Jsrp1
ENSMUST00000180438.1	ENSMUSG00000020216	Jsrp1
ENSMUST00000020435.10	ENSMUSG00000020216	Jsrp1
ENSMUST00000181810.7	ENSMUSG00000097328	Tnfsf12
ENSMUST00000181261.1	ENSMUSG00000097328	Tnfsf12
ENSMUST00000041685.6	ENSMUSG00000038255	Neurod2
ENSMUST00000103220.3	ENSMUSG00000003660	Snrnp200
ENSMUST00000180587.7	ENSMUSG00000018752	Tnfsfm13
ENSMUST00000174159.7	ENSMUSG00000018752	Tnfsfm13
ENSMUST00000108649.2	ENSMUSG00000018752	Tnfsfm13
ENSMUST00000162676.1	ENSMUSG00000086277	4930558K02Rik
ENSMUST00000106370.9	ENSMUSG00000090266	Mettl23
ENSMUST00000143184.1	ENSMUSG00000090266	Mettl23
ENSMUST00000234646.1	ENSMUSG00000024256	Adcyap1
ENSMUST00000234081.1	ENSMUSG00000024256	Adcyap1
ENSMUST00000064775.7	ENSMUSG00000024256	Adcyap1
ENSMUST00000234663.1	ENSMUSG00000024256	Adcyap1
ENSMUST00000086932.9	ENSMUSG00000023990	Tfeb
ENSMUST00000126258.7	ENSMUSG00000023990	Tfeb
ENSMUST00000113288.7	ENSMUSG00000023990	Tfeb
ENSMUST00000113284.7	ENSMUSG00000023990	Tfeb
ENSMUST00000137845.1	ENSMUSG00000023990	Tfeb
ENSMUST00000125177.1	ENSMUSG00000023990	Tfeb
ENSMUST00000130208.7	ENSMUSG00000023990	Tfeb
ENSMUST00000160373.7	ENSMUSG00000023990	Tfeb
ENSMUST00000159641.7	ENSMUSG00000023990	Tfeb
ENSMUST00000141631.1	ENSMUSG00000023990	Tfeb
ENSMUST00000024786.13	ENSMUSG00000023990	Tfeb
ENSMUST00000146782.1	ENSMUSG00000023990	Tfeb
ENSMUST00000101165.8	ENSMUSG00000021044	Adck1
ENSMUST00000222695.1	ENSMUSG00000021044	Adck1
ENSMUST00000166940.2	ENSMUSG00000021044	Adck1
ENSMUST00000114366.2	ENSMUSG00000079554	Aox2
ENSMUST00000092404.12	ENSMUSG00000034120	Srsf2
ENSMUST00000190993.6	ENSMUSG00000034120	Srsf2
ENSMUST00000047616.9	ENSMUSG00000056962	Jmjd6
ENSMUST00000124831.1	ENSMUSG00000056962	Jmjd6
ENSMUST00000018896.13	ENSMUSG00000089669	Tnfsf13
ENSMUST00000108648.2	ENSMUSG00000089669	Tnfsf13
ENSMUST00000040442.5	ENSMUSG00000038242	Aox4
ENSMUST00000017841.3	ENSMUSG00000017697	Ada
ENSMUST00000217372.1	ENSMUSG00000095377	Olfr91
ENSMUST00000216376.1	ENSMUSG00000095377	Olfr91
ENSMUST00000087144.4	ENSMUSG00000095377	Olfr91
ENSMUST00000027867.6	ENSMUSG00000026578	Ccdc181
ENSMUST00000021173.13	ENSMUSG00000020818	Mfsd11
ENSMUST00000153084.2	ENSMUSG00000020818	Mfsd11
ENSMUST00000214994.1	ENSMUSG00000096477	Olfr92
ENSMUST00000216341.1	ENSMUSG00000096477	Olfr92
ENSMUST00000168659.1	ENSMUSG00000096477	Olfr92
ENSMUST00000234782.1	ENSMUSG00000024011	Pi16
ENSMUST00000114701.9	ENSMUSG00000024011	Pi16
ENSMUST00000114699.8	ENSMUSG00000024011	Pi16
ENSMUST00000155348.2	ENSMUSG00000024011	Pi16
ENSMUST00000234618.1	ENSMUSG00000024011	Pi16
ENSMUST00000219235.1	ENSMUSG00000091601	Olfr93
ENSMUST00000171679.1	ENSMUSG00000091601	Olfr93
ENSMUST00000189220.6	ENSMUSG00000026159	Agfg1
ENSMUST00000113444.7	ENSMUSG00000026159	Agfg1
ENSMUST00000190052.6	ENSMUSG00000026159	Agfg1
ENSMUST00000063380.10	ENSMUSG00000026159	Agfg1
ENSMUST00000187899.6	ENSMUSG00000026159	Agfg1
ENSMUST00000186302.6	ENSMUSG00000026159	Agfg1
ENSMUST00000190046.6	ENSMUSG00000026159	Agfg1
ENSMUST00000186043.1	ENSMUSG00000026159	Agfg1
ENSMUST00000234990.1	ENSMUSG00000055660	Mettl4
ENSMUST00000171284.2	ENSMUSG00000055660	Mettl4
ENSMUST00000162181.7	ENSMUSG00000022949	Clic6
ENSMUST00000023670.3	ENSMUSG00000022949	Clic6
ENSMUST00000113309.8	ENSMUSG00000062590	Armc9
ENSMUST00000186509.6	ENSMUSG00000062590	Armc9
ENSMUST00000027434.14	ENSMUSG00000062590	Armc9
ENSMUST00000131412.7	ENSMUSG00000062590	Armc9
ENSMUST00000150059.7	ENSMUSG00000062590	Armc9
ENSMUST00000156675.7	ENSMUSG00000062590	Armc9
ENSMUST00000029188.7	ENSMUSG00000027656	Ccn5
ENSMUST00000093183.4	ENSMUSG00000046345	Smco1
ENSMUST00000160244.7	ENSMUSG00000004151	Etv1
ENSMUST00000095767.10	ENSMUSG00000004151	Etv1
ENSMUST00000162563.7	ENSMUSG00000004151	Etv1
ENSMUST00000161164.7	ENSMUSG00000004151	Etv1
ENSMUST00000160996.7	ENSMUSG00000004151	Etv1
ENSMUST00000160856.7	ENSMUSG00000004151	Etv1
ENSMUST00000161513.8	ENSMUSG00000004151	Etv1
ENSMUST00000161980.7	ENSMUSG00000004151	Etv1
ENSMUST00000160701.7	ENSMUSG00000004151	Etv1
ENSMUST00000159334.7	ENSMUSG00000004151	Etv1
ENSMUST00000111508.8	ENSMUSG00000051313	Olfr1262
ENSMUST00000131072.2	ENSMUSG00000051313	Olfr1262
ENSMUST00000213868.1	ENSMUSG00000051313	Olfr1262
ENSMUST00000061701.4	ENSMUSG00000051313	Olfr1262
ENSMUST00000214382.1	ENSMUSG00000059112	Olfr1263
ENSMUST00000217065.2	ENSMUSG00000059112	Olfr1263
ENSMUST00000111507.3	ENSMUSG00000059112	Olfr1263
ENSMUST00000023525.8	ENSMUSG00000022828	Gtf2e1
ENSMUST00000043961.11	ENSMUSG00000018800	Abca5
ENSMUST00000124714.7	ENSMUSG00000018800	Abca5
ENSMUST00000134721.1	ENSMUSG00000018800	Abca5
ENSMUST00000009143.7	ENSMUSG00000008999	Bmp7
ENSMUST00000014218.14	ENSMUSG00000014074	Rnf168
ENSMUST00000171474.1	ENSMUSG00000014074	Rnf168
ENSMUST00000019130.7	ENSMUSG00000018986	Slfn3
ENSMUST00000214041.1	ENSMUSG00000018986	Slfn3
ENSMUST00000193683.5	ENSMUSG00000026575	Nme7
ENSMUST00000191947.5	ENSMUSG00000026575	Nme7
ENSMUST00000086028.5	ENSMUSG00000026575	Nme7
ENSMUST00000111763.7	ENSMUSG00000032446	Eomes
ENSMUST00000035020.14	ENSMUSG00000032446	Eomes
ENSMUST00000150633.1	ENSMUSG00000032446	Eomes
ENSMUST00000050442.14	ENSMUSG00000005883	Spo11
ENSMUST00000109126.4	ENSMUSG00000005883	Spo11
ENSMUST00000109125.7	ENSMUSG00000005883	Spo11
ENSMUST00000027866.10	ENSMUSG00000026577	Blzf1
ENSMUST00000120447.7	ENSMUSG00000026577	Blzf1
ENSMUST00000086032.3	ENSMUSG00000026577	Blzf1
ENSMUST00000100400.8	ENSMUSG00000052373	Mpp3
ENSMUST00000062801.10	ENSMUSG00000052373	Mpp3
ENSMUST00000107168.7	ENSMUSG00000052373	Mpp3
ENSMUST00000107167.1	ENSMUSG00000052373	Mpp3
ENSMUST00000018851.13	ENSMUSG00000018707	Dync1h1
ENSMUST00000167395.1	ENSMUSG00000018707	Dync1h1
ENSMUST00000023524.12	ENSMUSG00000022827	Rabl3
ENSMUST00000078694.12	ENSMUSG00000061718	Ppp1r1b
ENSMUST00000150762.7	ENSMUSG00000061718	Ppp1r1b
ENSMUST00000137634.1	ENSMUSG00000061718	Ppp1r1b
ENSMUST00000177850.7	ENSMUSG00000035242	Oaz1
ENSMUST00000180036.7	ENSMUSG00000035242	Oaz1
ENSMUST00000179172.7	ENSMUSG00000035242	Oaz1
ENSMUST00000179620.7	ENSMUSG00000035242	Oaz1
ENSMUST00000179341.1	ENSMUSG00000035242	Oaz1
ENSMUST00000060987.14	ENSMUSG00000035242	Oaz1
ENSMUST00000113138.7	ENSMUSG00000090145	Ugt1a6b
ENSMUST00000113137.1	ENSMUSG00000090145	Ugt1a6b
ENSMUST00000109396.1	ENSMUSG00000035238	Kcnk15
ENSMUST00000044798.3	ENSMUSG00000035238	Kcnk15
ENSMUST00000027863.12	ENSMUSG00000026576	Atp1b1
ENSMUST00000193367.1	ENSMUSG00000026576	Atp1b1
ENSMUST00000113139.1	ENSMUSG00000089675	Ugt1a8
ENSMUST00000049289.8	ENSMUSG00000090171	Ugt1a2
ENSMUST00000229348.1	ENSMUSG00000023755	Rhebl1
ENSMUST00000024518.10	ENSMUSG00000023755	Rhebl1
ENSMUST00000229876.1	ENSMUSG00000023755	Rhebl1
ENSMUST00000229556.1	ENSMUSG00000023755	Rhebl1
ENSMUST00000229508.1	ENSMUSG00000023755	Rhebl1
ENSMUST00000163961.2	ENSMUSG00000082101	Slfn14
ENSMUST00000113134.7	ENSMUSG00000054545	Ugt1a6a
ENSMUST00000140092.7	ENSMUSG00000054545	Ugt1a6a
ENSMUST00000014263.5	ENSMUSG00000054545	Ugt1a6a
ENSMUST00000044734.2	ENSMUSG00000035226	Rims4
ENSMUST00000038844.6	ENSMUSG00000035186	Ubd
ENSMUST00000073772.4	ENSMUSG00000090175	Ugt1a9
ENSMUST00000003759.10	ENSMUSG00000003662	Ciao1
ENSMUST00000174030.7	ENSMUSG00000003662	Ciao1
ENSMUST00000174863.7	ENSMUSG00000003662	Ciao1
ENSMUST00000018470.9	ENSMUSG00000018326	Ywhab
ENSMUST00000131288.1	ENSMUSG00000018326	Ywhab
ENSMUST00000073049.6	ENSMUSG00000089960	Ugt1a1
ENSMUST00000061891.10	ENSMUSG00000044991	Shld1
ENSMUST00000148271.7	ENSMUSG00000044991	Shld1
ENSMUST00000110132.2	ENSMUSG00000044991	Shld1
ENSMUST00000222190.1	ENSMUSG00000043827	Olfr94
ENSMUST00000055324.7	ENSMUSG00000043827	Olfr94
ENSMUST00000023737.5	ENSMUSG00000023000	Dhh
ENSMUST00000229775.1	ENSMUSG00000023000	Dhh
ENSMUST00000060479.13	ENSMUSG00000026609	Ush2a
ENSMUST00000127077.1	ENSMUSG00000026609	Ush2a
ENSMUST00000008542.11	ENSMUSG00000008398	Elk3
ENSMUST00000151153.1	ENSMUSG00000008398	Elk3
ENSMUST00000223340.1	ENSMUSG00000008398	Elk3
ENSMUST00000138182.7	ENSMUSG00000090165	Ugt1a10
ENSMUST00000113142.9	ENSMUSG00000090165	Ugt1a10
ENSMUST00000173325.1	ENSMUSG00000090165	Ugt1a10
ENSMUST00000060728.6	ENSMUSG00000049561	Olfr95
ENSMUST00000216318.1	ENSMUSG00000049561	Olfr95
ENSMUST00000111266.7	ENSMUSG00000068735	Trp53i11
ENSMUST00000150462.7	ENSMUSG00000068735	Trp53i11
ENSMUST00000090554.10	ENSMUSG00000068735	Trp53i11
ENSMUST00000213475.1	ENSMUSG00000064121	Olfr96
ENSMUST00000214482.1	ENSMUSG00000064121	Olfr96
ENSMUST00000078209.3	ENSMUSG00000064121	Olfr96
ENSMUST00000111230.7	ENSMUSG00000026547	Tagln2
ENSMUST00000192460.1	ENSMUSG00000026547	Tagln2
ENSMUST00000111228.1	ENSMUSG00000026547	Tagln2
ENSMUST00000067715.4	ENSMUSG00000054582	Pabpc1l
ENSMUST00000069965.8	ENSMUSG00000020015	Cdk17
ENSMUST00000213378.1	ENSMUSG00000020015	Cdk17
ENSMUST00000214445.1	ENSMUSG00000020015	Cdk17
ENSMUST00000119972.3	ENSMUSG00000081984	Dnajb3
ENSMUST00000097659.4	ENSMUSG00000089943	Ugt1a5
ENSMUST00000023673.13	ENSMUSG00000022952	Runx1
ENSMUST00000113956.9	ENSMUSG00000022952	Runx1
ENSMUST00000168195.7	ENSMUSG00000022952	Runx1
ENSMUST00000187242.2	ENSMUSG00000022952	Runx1
ENSMUST00000186296.1	ENSMUSG00000022952	Runx1
ENSMUST00000112525.4	ENSMUSG00000054580	Pla2r1
ENSMUST00000027431.6	ENSMUSG00000026228	Htr2b
ENSMUST00000155077.1	ENSMUSG00000026228	Htr2b
ENSMUST00000113280.7	ENSMUSG00000032717	Mdfi
ENSMUST00000066368.12	ENSMUSG00000032717	Mdfi
ENSMUST00000035375.13	ENSMUSG00000032717	Mdfi
ENSMUST00000131971.1	ENSMUSG00000032717	Mdfi
ENSMUST00000152455.7	ENSMUSG00000032717	Mdfi
ENSMUST00000132125.7	ENSMUSG00000032717	Mdfi
ENSMUST00000129360.1	ENSMUSG00000032717	Mdfi
ENSMUST00000150634.7	ENSMUSG00000090124	Ugt1a7c
ENSMUST00000058237.13	ENSMUSG00000090124	Ugt1a7c
ENSMUST00000113135.5	ENSMUSG00000090124	Ugt1a7c
ENSMUST00000027432.8	ENSMUSG00000026229	Psmd1
ENSMUST00000025385.6	ENSMUSG00000024507	Hsd17b4
ENSMUST00000018353.13	ENSMUSG00000018209	Stk4
ENSMUST00000137866.1	ENSMUSG00000018209	Stk4
ENSMUST00000088291.4	ENSMUSG00000018209	Stk4
ENSMUST00000134078.7	ENSMUSG00000018209	Stk4
ENSMUST00000057631.11	ENSMUSG00000038351	Sgsm2
ENSMUST00000081799.5	ENSMUSG00000038351	Sgsm2
ENSMUST00000148810.7	ENSMUSG00000026483	Fam129a
ENSMUST00000111875.1	ENSMUSG00000026483	Fam129a
ENSMUST00000134499.7	ENSMUSG00000026483	Fam129a
ENSMUST00000190037.6	ENSMUSG00000026342	Slc35f5
ENSMUST00000027580.10	ENSMUSG00000026342	Slc35f5
ENSMUST00000109384.9	ENSMUSG00000018322	Tomm34
ENSMUST00000018466.3	ENSMUSG00000018322	Tomm34
ENSMUST00000216616.2	ENSMUSG00000075069	Olfr1264
ENSMUST00000099758.1	ENSMUSG00000075069	Olfr1264
ENSMUST00000052724.4	ENSMUSG00000049699	Ucn2
ENSMUST00000214622.1	ENSMUSG00000058802	Olfr97
ENSMUST00000216225.1	ENSMUSG00000058802	Olfr97
ENSMUST00000073667.5	ENSMUSG00000058802	Olfr97
ENSMUST00000213328.1	ENSMUSG00000058802	Olfr97
ENSMUST00000214848.1	ENSMUSG00000058802	Olfr97
ENSMUST00000207414.2	ENSMUSG00000058802	Olfr97
ENSMUST00000214855.1	ENSMUSG00000059910	Olfr1265
ENSMUST00000080311.1	ENSMUSG00000059910	Olfr1265
ENSMUST00000028826.3	ENSMUSG00000027350	Chgb
ENSMUST00000025083.13	ENSMUSG00000006740	Kif5b
ENSMUST00000163210.1	ENSMUSG00000006740	Kif5b
ENSMUST00000080721.5	ENSMUSG00000058152	Chsy3
ENSMUST00000111506.2	ENSMUSG00000075068	Olfr140
ENSMUST00000216475.1	ENSMUSG00000075068	Olfr140
ENSMUST00000099757.1	ENSMUSG00000075068	Olfr140
ENSMUST00000029013.9	ENSMUSG00000027509	Rae1
ENSMUST00000132212.1	ENSMUSG00000027509	Rae1
ENSMUST00000024840.11	ENSMUSG00000024043	Arhgap28
ENSMUST00000164647.7	ENSMUSG00000024043	Arhgap28
ENSMUST00000163865.7	ENSMUSG00000024043	Arhgap28
ENSMUST00000170581.1	ENSMUSG00000024043	Arhgap28
ENSMUST00000035871.14	ENSMUSG00000034850	Tmem127
ENSMUST00000174503.1	ENSMUSG00000034850	Tmem127
ENSMUST00000174288.1	ENSMUSG00000034850	Tmem127
ENSMUST00000017920.13	ENSMUSG00000017776	Crk
ENSMUST00000108426.7	ENSMUSG00000017776	Crk
ENSMUST00000108425.7	ENSMUSG00000017776	Crk
ENSMUST00000093115.3	ENSMUSG00000017776	Crk
ENSMUST00000147718.1	ENSMUSG00000017776	Crk
ENSMUST00000019226.13	ENSMUSG00000019082	Slc25a22
ENSMUST00000106007.9	ENSMUSG00000019082	Slc25a22
ENSMUST00000106006.7	ENSMUSG00000019082	Slc25a22
ENSMUST00000201710.3	ENSMUSG00000019082	Slc25a22
ENSMUST00000153190.4	ENSMUSG00000019082	Slc25a22
ENSMUST00000174095.1	ENSMUSG00000019082	Slc25a22
ENSMUST00000138865.7	ENSMUSG00000019082	Slc25a22
ENSMUST00000136354.7	ENSMUSG00000019082	Slc25a22
ENSMUST00000201127.4	ENSMUSG00000019082	Slc25a22
ENSMUST00000172654.7	ENSMUSG00000019082	Slc25a22
ENSMUST00000202840.3	ENSMUSG00000019082	Slc25a22
ENSMUST00000133206.8	ENSMUSG00000019082	Slc25a22
ENSMUST00000133021.1	ENSMUSG00000019082	Slc25a22
ENSMUST00000150026.1	ENSMUSG00000019082	Slc25a22
ENSMUST00000018311.4	ENSMUSG00000018167	Stard3
ENSMUST00000080759.4	ENSMUSG00000063660	Olfr98
ENSMUST00000147469.7	ENSMUSG00000021221	Dpf3
ENSMUST00000144237.7	ENSMUSG00000021221	Dpf3
ENSMUST00000133282.7	ENSMUSG00000021221	Dpf3
ENSMUST00000140327.7	ENSMUSG00000021221	Dpf3
ENSMUST00000178756.7	ENSMUSG00000021221	Dpf3
ENSMUST00000177959.7	ENSMUSG00000021221	Dpf3
ENSMUST00000177801.1	ENSMUSG00000021221	Dpf3
ENSMUST00000021554.15	ENSMUSG00000015143	Actn1
ENSMUST00000167327.1	ENSMUSG00000015143	Actn1
ENSMUST00000020949.11	ENSMUSG00000020623	Map2k6
ENSMUST00000100260.1	ENSMUSG00000020623	Map2k6
ENSMUST00000215718.1	ENSMUSG00000034115	Scn11a
ENSMUST00000070617.7	ENSMUSG00000034115	Scn11a
ENSMUST00000023132.4	ENSMUSG00000022489	Pde1b
ENSMUST00000226493.1	ENSMUSG00000022489	Pde1b
ENSMUST00000227955.1	ENSMUSG00000022489	Pde1b
ENSMUST00000218553.1	ENSMUSG00000020154	Ptprb
ENSMUST00000092167.6	ENSMUSG00000020154	Ptprb
ENSMUST00000173393.7	ENSMUSG00000027510	Rbm38
ENSMUST00000173997.1	ENSMUSG00000027510	Rbm38
ENSMUST00000173979.1	ENSMUSG00000027510	Rbm38
ENSMUST00000029014.15	ENSMUSG00000027510	Rbm38
ENSMUST00000060010.2	ENSMUSG00000044367	Slc16a13
ENSMUST00000159867.1	ENSMUSG00000044367	Slc16a13
ENSMUST00000190533.1	ENSMUSG00000044367	Slc16a13
ENSMUST00000141290.1	ENSMUSG00000044367	Slc16a13
ENSMUST00000124223.7	ENSMUSG00000032743	D430042O09Rik
ENSMUST00000069660.12	ENSMUSG00000032743	D430042O09Rik
ENSMUST00000148701.3	ENSMUSG00000032743	D430042O09Rik
ENSMUST00000132204.2	ENSMUSG00000032743	D430042O09Rik
ENSMUST00000159417.1	ENSMUSG00000026344	Lypd1
ENSMUST00000162899.7	ENSMUSG00000026344	Lypd1
ENSMUST00000027582.9	ENSMUSG00000026344	Lypd1
ENSMUST00000159529.1	ENSMUSG00000026344	Lypd1
ENSMUST00000161361.2	ENSMUSG00000026344	Lypd1
ENSMUST00000018877.8	ENSMUSG00000018733	Pex12
ENSMUST00000175741.7	ENSMUSG00000018733	Pex12
ENSMUST00000108146.7	ENSMUSG00000018733	Pex12
ENSMUST00000176518.1	ENSMUSG00000018733	Pex12
ENSMUST00000176374.1	ENSMUSG00000018733	Pex12
ENSMUST00000136369.1	ENSMUSG00000018733	Pex12
ENSMUST00000027581.6	ENSMUSG00000026343	Gpr39
ENSMUST00000214404.1	ENSMUSG00000084336	Olfr1269
ENSMUST00000216493.1	ENSMUSG00000084336	Olfr1269
ENSMUST00000099756.4	ENSMUSG00000084336	Olfr1269
ENSMUST00000160729.7	ENSMUSG00000036928	Stag3
ENSMUST00000048028.14	ENSMUSG00000036928	Stag3
ENSMUST00000162245.7	ENSMUSG00000036928	Stag3
ENSMUST00000161691.1	ENSMUSG00000036928	Stag3
ENSMUST00000160849.1	ENSMUSG00000036928	Stag3
